,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,84947,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,1.10956E+11,1.13087E+11,TRUE,,3,,,,2024-05-09T07:03:00.000Z,0.999591025,44844328453,-1.2978,0.01046262,-0.01987802,0.0281678,-0.06311083,-0.20001005,-0.01234282,1.10911E+11,4.8577,1.1304E+11,,2024-05-09T07:03:00.000Z,1027,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,05:15.3
3,1839,BNB,BNB,bnb,2154,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,147587103.3,147587103.3,FALSE,,4,,,,2024-05-09T07:03:00.000Z,600.567883,1789939284,14.2003,0.28358776,2.71257661,9.53270959,3.28486522,21.24855793,86.11479843,88636074156,3.8806,88636074156,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
4,5426,Solana,SOL,solana,657,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,448142242,575542997.1,TRUE,,5,,,,2024-05-09T07:03:00.000Z,144.8560214,2290905054,-12.8392,0.19035581,-2.03559625,11.65138755,-17.91804525,-1.77609988,38.24985813,64916102212,2.844,83370868732,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
5,3408,USDC,USDC,usd-coin,18983,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33088064924,33088064924,FALSE,,6,,,,2024-05-09T07:03:00.000Z,1.000027029,5158949888,-5.4722,0.0094182,0.0017571,-0.0113117,0.01184444,0.00947725,0.02564874,33088959254,1.4487,33088959254,,2024-05-09T07:03:00.000Z,1027,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,05:15.3
6,52,XRP,XRP,xrp,1314,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",1E+11,55359176420,99987633657,FALSE,,7,,,,2024-05-09T07:04:00.000Z,0.520003587,1005479522,-12.3387,-0.44994555,-0.16551759,1.92292064,-15.88289645,-16.77277123,0.5715339,28786970297,1.2606,52000358673,,2024-05-09T07:04:00.000Z,,,,,,05:15.3
7,74,Dogecoin,DOGE,dogecoin,963,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,1.44215E+11,1.44215E+11,TRUE,,8,,,,2024-05-09T07:04:00.000Z,0.147387349,1110816994,0.9037,-0.39273755,-1.50804531,16.36518306,-25.79944713,-16.91229782,82.74416955,21255498390,0.9306,21255498390,,2024-05-09T07:04:00.000Z,,,,,,05:15.3
8,11419,Toncoin,TON,toncoin,312,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3473431002,5106350278,TRUE,,9,3414166606,20616046753,,2024-05-09T07:03:00.000Z,6.03838334,219302647.5,23.3543,1.90803297,5.61158179,27.35260362,-11.60976052,111.3439142,191.9844775,20973907896,0.9189,30834100448,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
9,2010,Cardano,ADA,cardano,1163,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000,35661664511,36855324087,FALSE,,10,,,,2024-05-09T07:03:00.000Z,0.458124331,516619815.4,73.0756,-0.15820343,3.64408105,3.26116886,-24.42186632,-37.51091979,-14.62303308,16337476194,0.7154,20615594892,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
10,5994,Shiba Inu,SHIB,shiba-inu,806,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,5.89289E+14,5.89534E+14,FALSE,,11,,,,2024-05-09T07:03:00.000Z,2.29E-05,390971504.1,0.9637,-0.04836066,-0.0720421,5.12186598,-20.58345368,-34.70393974,145.8002481,13522614430,0.5922,13528229082,,2024-05-09T07:03:00.000Z,1027,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,05:15.3
11,5805,Avalanche,AVAX,avalanche,719,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719,380615014.3,439304654.3,FALSE,,12,,,,2024-05-09T07:03:00.000Z,34.5267823,392225447.7,8.161,0.32580486,-0.73133362,6.01538127,-29.02682779,-20.28219439,-4.00184065,13141411737,0.5753,24712500200,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
12,1958,TRON,TRX,tron,972,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87501547841,87501555954,TRUE,,13,71659659264,8901451895,,2024-05-09T07:03:00.000Z,0.124218451,337093549.2,-6.2318,-0.01646252,2.13368918,1.41692252,1.51724744,-8.8329679,1.30156538,10869306760,0.476,10869307768,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
13,6636,Polkadot,DOT,polkadot-new,756,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1437953431,1437953431,TRUE,,14,1442956155,10083646204,,2024-05-09T07:04:00.000Z,6.988186143,184350853,4.5895,-0.45763166,-1.28084584,1.85086258,-21.82913738,-33.24980571,-1.12196747,10048686243,0.44,10048686243,,2024-05-09T07:04:00.000Z,,,,,,05:15.3
14,1831,Bitcoin Cash,BCH,bitcoin-cash,883,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000,19703203.13,19703203.13,FALSE,,15,,,,2024-05-09T07:03:00.000Z,451.9225652,320342277.6,-18.1089,-0.34761677,-1.96618822,8.97724284,-32.8090707,2.80644917,83.10275497,8904322098,0.3898,9490373869,,2024-05-09T07:03:00.000Z,,,,,,05:15.3
